,indexed,inst_price,short_avg,long_avg,long_pos,short_pos,long_pct_gain,short_pct_gain,total_pct_gain,inv_value
2014-01-17,1.26352028397,1838.699951,1837.64398795,1760.97100096,True,False,-0.00389517465373,0.0,-0.00389517465373,1.5833966138
2014-01-20,1.26352028397,1838.699951,1838.179486,1763.02830076,True,False,0.0,-0.0,0.0,1.5833966138
2014-01-21,1.26702497612,1843.800049,1838.70349115,1765.06860105,True,False,0.00277375218139,-0.0,0.00277375218139,1.58778856361
2014-01-22,1.26775334435,1844.859985,1839.2804931,1766.98640134,True,False,0.000574864937538,-0.0,0.000574864937538,1.58870132758
2014-01-23,1.25648355399,1828.459961,1838.60249015,1768.72020139,True,False,-0.0088895765171,0.0,-0.0088895765171,1.57457844557
2014-01-24,1.2302538961,1790.290039,1836.0469909,1770.07140134,True,False,-0.0208754486366,0.0,-0.0208754486366,1.5417084141
2014-01-27,1.2242548168,1781.560059,1833.07149655,1771.16990232,True,False,-0.00487629367858,0.0,-0.00487629367858,1.53419059111
2014-01-28,1.23177254004,1792.5,1830.2784973,1772.25500242,True,False,0.00614065237079,-0.0,0.00614065237079,1.5436115222
2014-01-29,1.21919708797,1774.199951,1826.5704956,1773.10570188,True,False,-0.010209232357,0.0,-0.010209232357,1.5278524335
2014-01-30,1.23293383595,1794.189941,1824.68099365,1774.21340085,True,False,0.0112670446128,-0.0,0.0112670446128,1.54506681503
2014-01-31,1.22496254967,1782.589966,1822.2419922,1775.15940061,True,False,-0.00646529931694,0.0,-0.00646529931694,1.5350774956
2014-02-03,1.19699430307,1741.890015,1817.99799195,1775.602301,False,False,-0.0228319197215,0.0,-0.0228319197215,1.50002872946
2014-02-04,1.20614064264,1755.199951,1813.86398925,1776.10670041,False,False,0.0,-0.0,0.0,1.50002872946
2014-02-05,1.20369432107,1751.640015,1809.5714905,1776.36790036,False,False,-0.0,0.0,-0.0,1.50002872946
2014-02-06,1.21866802912,1773.430054,1806.33649295,1776.87880124,False,False,0.0,-0.0,0.0,1.50002872946
2014-02-07,1.23487861341,1797.02002,1804.0689942,1777.7499011,True,False,0.0,-0.0,0.0,1.50002872946
